segment_name,confidence_assessment,openface_dominant_emotion_approx,openface_emotion_scores,openface_au_means,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad
vNpmq6Ok-QQ_seg001,3.0,surprised,"{'AU01_r': 0.525, 'AU02_r': 0.198, 'AU04_r': 0.635, 'AU05_r': 0.12, 'AU06_r': 0.061, 'AU07_r': 0.804, 'AU09_r': 0.394, 'AU10_r': 0.317, 'AU12_r': 0.201, 'AU14_r': 0.373, 'AU15_r': 0.344, 'AU17_r': 0.916, 'AU20_r': 0.22, 'AU23_r': 0.349, 'AU25_r': 0.581, 'AU26_r': 0.646, 'AU45_r': 0.427}","{'happy': 0.201, 'surprised': 0.723, 'angry': 0.635, 'sad': 0.344}",0.525,0.198,0.635,0.12,0.061,0.804,0.394,0.317,0.201,0.373,0.344,0.916,0.22,0.349,0.581,0.646,0.427,0.201,0.723,0.635,0.344
vNpmq6Ok-QQ_seg002,3.0,surprised,"{'AU01_r': 0.564, 'AU02_r': 0.279, 'AU04_r': 0.698, 'AU05_r': 0.087, 'AU06_r': 0.016, 'AU07_r': 0.668, 'AU09_r': 0.202, 'AU10_r': 0.293, 'AU12_r': 0.301, 'AU14_r': 0.127, 'AU15_r': 0.413, 'AU17_r': 0.871, 'AU20_r': 0.21, 'AU23_r': 0.268, 'AU25_r': 0.875, 'AU26_r': 1.129, 'AU45_r': 0.358}","{'happy': 0.301, 'surprised': 0.842, 'angry': 0.698, 'sad': 0.413}",0.564,0.279,0.698,0.087,0.016,0.668,0.202,0.293,0.301,0.127,0.413,0.871,0.21,0.268,0.875,1.129,0.358,0.301,0.842,0.698,0.413
vNpmq6Ok-QQ_seg003,2.0,angry,"{'AU01_r': 0.399, 'AU02_r': 0.213, 'AU04_r': 1.095, 'AU05_r': 0.077, 'AU06_r': 0.024, 'AU07_r': 0.342, 'AU09_r': 0.154, 'AU10_r': 0.272, 'AU12_r': 0.104, 'AU14_r': 0.233, 'AU15_r': 0.346, 'AU17_r': 0.78, 'AU20_r': 0.23, 'AU23_r': 0.17, 'AU25_r': 0.609, 'AU26_r': 0.731, 'AU45_r': 0.266}","{'happy': 0.104, 'surprised': 0.612, 'angry': 1.095, 'sad': 0.346}",0.399,0.213,1.095,0.077,0.024,0.342,0.154,0.272,0.104,0.233,0.346,0.78,0.23,0.17,0.609,0.731,0.266,0.104,0.612,1.095,0.346
vNpmq6Ok-QQ_seg004,3.0,surprised,"{'AU01_r': 0.341, 'AU02_r': 0.161, 'AU04_r': 0.486, 'AU05_r': 0.078, 'AU06_r': 0.038, 'AU07_r': 0.76, 'AU09_r': 0.341, 'AU10_r': 0.28, 'AU12_r': 0.166, 'AU14_r': 0.302, 'AU15_r': 0.267, 'AU17_r': 0.892, 'AU20_r': 0.264, 'AU23_r': 0.438, 'AU25_r': 0.762, 'AU26_r': 1.115, 'AU45_r': 0.286}","{'happy': 0.166, 'surprised': 0.502, 'angry': 0.486, 'sad': 0.267}",0.341,0.161,0.486,0.078,0.038,0.76,0.341,0.28,0.166,0.302,0.267,0.892,0.264,0.438,0.762,1.115,0.286,0.166,0.502,0.486,0.267
vNpmq6Ok-QQ_seg005,4.0,angry,"{'AU01_r': 0.214, 'AU02_r': 0.076, 'AU04_r': 0.326, 'AU05_r': 0.066, 'AU06_r': 0.022, 'AU07_r': 0.467, 'AU09_r': 0.206, 'AU10_r': 0.164, 'AU12_r': 0.131, 'AU14_r': 0.124, 'AU15_r': 0.201, 'AU17_r': 0.505, 'AU20_r': 0.122, 'AU23_r': 0.202, 'AU25_r': 0.558, 'AU26_r': 0.681, 'AU45_r': 0.161}","{'happy': 0.131, 'surprised': 0.289, 'angry': 0.326, 'sad': 0.201}",0.214,0.076,0.326,0.066,0.022,0.467,0.206,0.164,0.131,0.124,0.201,0.505,0.122,0.202,0.558,0.681,0.161,0.131,0.289,0.326,0.201
vNpmq6Ok-QQ_seg006,3.0,angry,"{'AU01_r': 0.287, 'AU02_r': 0.115, 'AU04_r': 0.604, 'AU05_r': 0.049, 'AU06_r': 0.063, 'AU07_r': 0.552, 'AU09_r': 0.405, 'AU10_r': 0.464, 'AU12_r': 0.561, 'AU14_r': 0.108, 'AU15_r': 0.395, 'AU17_r': 0.658, 'AU20_r': 0.219, 'AU23_r': 0.179, 'AU25_r': 0.619, 'AU26_r': 0.986, 'AU45_r': 0.203}","{'happy': 0.561, 'surprised': 0.402, 'angry': 0.604, 'sad': 0.395}",0.287,0.115,0.604,0.049,0.063,0.552,0.405,0.464,0.561,0.108,0.395,0.658,0.219,0.179,0.619,0.986,0.203,0.561,0.402,0.604,0.395
vNpmq6Ok-QQ_seg007,4.0,angry,"{'AU01_r': 0.301, 'AU02_r': 0.152, 'AU04_r': 0.57, 'AU05_r': 0.085, 'AU06_r': 0.133, 'AU07_r': 0.586, 'AU09_r': 0.247, 'AU10_r': 0.344, 'AU12_r': 0.363, 'AU14_r': 0.254, 'AU15_r': 0.456, 'AU17_r': 1.013, 'AU20_r': 0.364, 'AU23_r': 0.5, 'AU25_r': 0.658, 'AU26_r': 0.778, 'AU45_r': 0.196}","{'happy': 0.363, 'surprised': 0.453, 'angry': 0.57, 'sad': 0.456}",0.301,0.152,0.57,0.085,0.133,0.586,0.247,0.344,0.363,0.254,0.456,1.013,0.364,0.5,0.658,0.778,0.196,0.363,0.453,0.57,0.456
vNpmq6Ok-QQ_seg008,3.0,angry,"{'AU01_r': 0.313, 'AU02_r': 0.163, 'AU04_r': 0.735, 'AU05_r': 0.08, 'AU06_r': 0.041, 'AU07_r': 0.83, 'AU09_r': 0.243, 'AU10_r': 0.318, 'AU12_r': 0.292, 'AU14_r': 0.265, 'AU15_r': 0.404, 'AU17_r': 0.944, 'AU20_r': 0.247, 'AU23_r': 0.641, 'AU25_r': 0.769, 'AU26_r': 0.985, 'AU45_r': 0.287}","{'happy': 0.292, 'surprised': 0.477, 'angry': 0.735, 'sad': 0.404}",0.313,0.163,0.735,0.08,0.041,0.83,0.243,0.318,0.292,0.265,0.404,0.944,0.247,0.641,0.769,0.985,0.287,0.292,0.477,0.735,0.404
vNpmq6Ok-QQ_seg009,3.0,angry,"{'AU01_r': 0.412, 'AU02_r': 0.145, 'AU04_r': 0.95, 'AU05_r': 0.076, 'AU06_r': 0.034, 'AU07_r': 0.385, 'AU09_r': 0.163, 'AU10_r': 0.311, 'AU12_r': 0.407, 'AU14_r': 0.283, 'AU15_r': 0.404, 'AU17_r': 0.822, 'AU20_r': 0.203, 'AU23_r': 0.34, 'AU25_r': 0.555, 'AU26_r': 0.778, 'AU45_r': 0.251}","{'happy': 0.407, 'surprised': 0.557, 'angry': 0.95, 'sad': 0.404}",0.412,0.145,0.95,0.076,0.034,0.385,0.163,0.311,0.407,0.283,0.404,0.822,0.203,0.34,0.555,0.778,0.251,0.407,0.557,0.95,0.404
vNpmq6Ok-QQ_seg010,4.0,angry,"{'AU01_r': 0.425, 'AU02_r': 0.149, 'AU04_r': 0.994, 'AU05_r': 0.063, 'AU06_r': 0.186, 'AU07_r': 0.729, 'AU09_r': 0.187, 'AU10_r': 0.398, 'AU12_r': 0.552, 'AU14_r': 0.352, 'AU15_r': 0.426, 'AU17_r': 0.715, 'AU20_r': 0.276, 'AU23_r': 0.316, 'AU25_r': 0.594, 'AU26_r': 0.792, 'AU45_r': 0.218}","{'happy': 0.552, 'surprised': 0.574, 'angry': 0.994, 'sad': 0.426}",0.425,0.149,0.994,0.063,0.186,0.729,0.187,0.398,0.552,0.352,0.426,0.715,0.276,0.316,0.594,0.792,0.218,0.552,0.574,0.994,0.426
vNpmq6Ok-QQ_seg011,4.0,angry,"{'AU01_r': 0.481, 'AU02_r': 0.176, 'AU04_r': 1.03, 'AU05_r': 0.101, 'AU06_r': 0.184, 'AU07_r': 0.85, 'AU09_r': 0.191, 'AU10_r': 0.572, 'AU12_r': 0.48, 'AU14_r': 0.378, 'AU15_r': 0.455, 'AU17_r': 0.965, 'AU20_r': 0.252, 'AU23_r': 0.414, 'AU25_r': 0.694, 'AU26_r': 0.94, 'AU45_r': 0.44}","{'happy': 0.48, 'surprised': 0.657, 'angry': 1.03, 'sad': 0.455}",0.481,0.176,1.03,0.101,0.184,0.85,0.191,0.572,0.48,0.378,0.455,0.965,0.252,0.414,0.694,0.94,0.44,0.48,0.657,1.03,0.455
vNpmq6Ok-QQ_seg013,3.0,angry,"{'AU01_r': 0.447, 'AU02_r': 0.135, 'AU04_r': 0.741, 'AU05_r': 0.073, 'AU06_r': 0.03, 'AU07_r': 0.49, 'AU09_r': 0.231, 'AU10_r': 0.289, 'AU12_r': 0.211, 'AU14_r': 0.274, 'AU15_r': 0.272, 'AU17_r': 1.008, 'AU20_r': 0.171, 'AU23_r': 0.347, 'AU25_r': 0.682, 'AU26_r': 0.792, 'AU45_r': 0.419}","{'happy': 0.211, 'surprised': 0.582, 'angry': 0.741, 'sad': 0.272}",0.447,0.135,0.741,0.073,0.03,0.49,0.231,0.289,0.211,0.274,0.272,1.008,0.171,0.347,0.682,0.792,0.419,0.211,0.582,0.741,0.272
vNpmq6Ok-QQ_seg014,3.0,surprised,"{'AU01_r': 0.233, 'AU02_r': 0.104, 'AU04_r': 0.287, 'AU05_r': 0.057, 'AU06_r': 0.033, 'AU07_r': 0.328, 'AU09_r': 0.176, 'AU10_r': 0.089, 'AU12_r': 0.052, 'AU14_r': 0.158, 'AU15_r': 0.134, 'AU17_r': 0.562, 'AU20_r': 0.14, 'AU23_r': 0.21, 'AU25_r': 0.336, 'AU26_r': 0.443, 'AU45_r': 0.224}","{'happy': 0.052, 'surprised': 0.337, 'angry': 0.287, 'sad': 0.134}",0.233,0.104,0.287,0.057,0.033,0.328,0.176,0.089,0.052,0.158,0.134,0.562,0.14,0.21,0.336,0.443,0.224,0.052,0.337,0.287,0.134
vNpmq6Ok-QQ_seg016,3.0,angry,"{'AU01_r': 0.497, 'AU02_r': 0.067, 'AU04_r': 0.669, 'AU05_r': 0.066, 'AU06_r': 0.086, 'AU07_r': 0.481, 'AU09_r': 0.102, 'AU10_r': 0.262, 'AU12_r': 0.649, 'AU14_r': 0.154, 'AU15_r': 0.166, 'AU17_r': 0.992, 'AU20_r': 0.249, 'AU23_r': 0.079, 'AU25_r': 0.443, 'AU26_r': 0.604, 'AU45_r': 0.23}","{'happy': 0.649, 'surprised': 0.564, 'angry': 0.669, 'sad': 0.166}",0.497,0.067,0.669,0.066,0.086,0.481,0.102,0.262,0.649,0.154,0.166,0.992,0.249,0.079,0.443,0.604,0.23,0.649,0.564,0.669,0.166
vNpmq6Ok-QQ_seg017,4.0,surprised,"{'AU01_r': 0.269, 'AU02_r': 0.139, 'AU04_r': 0.324, 'AU05_r': 0.045, 'AU06_r': 0.075, 'AU07_r': 0.546, 'AU09_r': 0.167, 'AU10_r': 0.183, 'AU12_r': 0.141, 'AU14_r': 0.155, 'AU15_r': 0.21, 'AU17_r': 0.385, 'AU20_r': 0.152, 'AU23_r': 0.197, 'AU25_r': 0.416, 'AU26_r': 0.48, 'AU45_r': 0.199}","{'happy': 0.141, 'surprised': 0.407, 'angry': 0.324, 'sad': 0.21}",0.269,0.139,0.324,0.045,0.075,0.546,0.167,0.183,0.141,0.155,0.21,0.385,0.152,0.197,0.416,0.48,0.199,0.141,0.407,0.324,0.21
vNpmq6Ok-QQ_seg018,4.0,surprised,"{'AU01_r': 0.216, 'AU02_r': 0.138, 'AU04_r': 0.263, 'AU05_r': 0.055, 'AU06_r': 0.077, 'AU07_r': 0.632, 'AU09_r': 0.139, 'AU10_r': 0.24, 'AU12_r': 0.221, 'AU14_r': 0.177, 'AU15_r': 0.297, 'AU17_r': 0.535, 'AU20_r': 0.119, 'AU23_r': 0.398, 'AU25_r': 0.553, 'AU26_r': 0.55, 'AU45_r': 0.234}","{'happy': 0.221, 'surprised': 0.354, 'angry': 0.263, 'sad': 0.297}",0.216,0.138,0.263,0.055,0.077,0.632,0.139,0.24,0.221,0.177,0.297,0.535,0.119,0.398,0.553,0.55,0.234,0.221,0.354,0.263,0.297
vNpmq6Ok-QQ_seg019,4.0,happy,"{'AU01_r': 0.253, 'AU02_r': 0.147, 'AU04_r': 0.334, 'AU05_r': 0.033, 'AU06_r': 0.018, 'AU07_r': 0.207, 'AU09_r': 0.111, 'AU10_r': 0.135, 'AU12_r': 0.404, 'AU14_r': 0.103, 'AU15_r': 0.299, 'AU17_r': 0.771, 'AU20_r': 0.492, 'AU23_r': 0.307, 'AU25_r': 0.644, 'AU26_r': 0.558, 'AU45_r': 0.222}","{'happy': 0.404, 'surprised': 0.4, 'angry': 0.334, 'sad': 0.299}",0.253,0.147,0.334,0.033,0.018,0.207,0.111,0.135,0.404,0.103,0.299,0.771,0.492,0.307,0.644,0.558,0.222,0.404,0.4,0.334,0.299
vNpmq6Ok-QQ_seg020,3.0,happy,"{'AU01_r': 0.199, 'AU02_r': 0.092, 'AU04_r': 0.6, 'AU05_r': 0.053, 'AU06_r': 0.119, 'AU07_r': 0.588, 'AU09_r': 0.217, 'AU10_r': 0.371, 'AU12_r': 0.614, 'AU14_r': 0.167, 'AU15_r': 0.234, 'AU17_r': 0.882, 'AU20_r': 0.447, 'AU23_r': 0.321, 'AU25_r': 0.751, 'AU26_r': 0.697, 'AU45_r': 0.189}","{'happy': 0.614, 'surprised': 0.292, 'angry': 0.6, 'sad': 0.234}",0.199,0.092,0.6,0.053,0.119,0.588,0.217,0.371,0.614,0.167,0.234,0.882,0.447,0.321,0.751,0.697,0.189,0.614,0.292,0.6,0.234
vNpmq6Ok-QQ_seg021,3.0,angry,"{'AU01_r': 0.458, 'AU02_r': 0.149, 'AU04_r': 0.888, 'AU05_r': 0.088, 'AU06_r': 0.136, 'AU07_r': 0.766, 'AU09_r': 0.375, 'AU10_r': 0.651, 'AU12_r': 0.593, 'AU14_r': 0.691, 'AU15_r': 0.448, 'AU17_r': 0.941, 'AU20_r': 0.374, 'AU23_r': 0.507, 'AU25_r': 0.751, 'AU26_r': 0.736, 'AU45_r': 0.265}","{'happy': 0.593, 'surprised': 0.606, 'angry': 0.888, 'sad': 0.448}",0.458,0.149,0.888,0.088,0.136,0.766,0.375,0.651,0.593,0.691,0.448,0.941,0.374,0.507,0.751,0.736,0.265,0.593,0.606,0.888,0.448
vNpmq6Ok-QQ_seg022,3.0,happy,"{'AU01_r': 0.321, 'AU02_r': 0.174, 'AU04_r': 0.458, 'AU05_r': 0.114, 'AU06_r': 0.168, 'AU07_r': 0.857, 'AU09_r': 0.267, 'AU10_r': 0.518, 'AU12_r': 0.773, 'AU14_r': 0.273, 'AU15_r': 0.43, 'AU17_r': 1.123, 'AU20_r': 0.425, 'AU23_r': 0.582, 'AU25_r': 0.914, 'AU26_r': 1.185, 'AU45_r': 0.381}","{'happy': 0.773, 'surprised': 0.495, 'angry': 0.458, 'sad': 0.43}",0.321,0.174,0.458,0.114,0.168,0.857,0.267,0.518,0.773,0.273,0.43,1.123,0.425,0.582,0.914,1.185,0.381,0.773,0.495,0.458,0.43
WyprXhvGVYk_seg001,3.0,surprised,"{'AU01_r': 0.41, 'AU02_r': 0.151, 'AU04_r': 0.11, 'AU05_r': 0.043, 'AU06_r': 0.42, 'AU07_r': 1.451, 'AU09_r': 0.116, 'AU10_r': 0.899, 'AU12_r': 0.512, 'AU14_r': 0.087, 'AU15_r': 0.111, 'AU17_r': 0.522, 'AU20_r': 0.098, 'AU23_r': 0.178, 'AU25_r': 0.654, 'AU26_r': 0.976, 'AU45_r': 0.176}","{'happy': 0.512, 'surprised': 0.562, 'angry': 0.11, 'sad': 0.111}",0.41,0.151,0.11,0.043,0.42,1.451,0.116,0.899,0.512,0.087,0.111,0.522,0.098,0.178,0.654,0.976,0.176,0.512,0.562,0.11,0.111
WyprXhvGVYk_seg002,2.0,surprised,"{'AU01_r': 0.3, 'AU02_r': 0.16, 'AU04_r': 0.322, 'AU05_r': 0.08, 'AU06_r': 0.166, 'AU07_r': 0.544, 'AU09_r': 0.071, 'AU10_r': 0.698, 'AU12_r': 0.417, 'AU14_r': 0.24, 'AU15_r': 0.289, 'AU17_r': 0.734, 'AU20_r': 0.14, 'AU23_r': 0.112, 'AU25_r': 0.527, 'AU26_r': 0.769, 'AU45_r': 0.143}","{'happy': 0.417, 'surprised': 0.46, 'angry': 0.322, 'sad': 0.289}",0.3,0.16,0.322,0.08,0.166,0.544,0.071,0.698,0.417,0.24,0.289,0.734,0.14,0.112,0.527,0.769,0.143,0.417,0.46,0.322,0.289
WyprXhvGVYk_seg003,3.0,angry,"{'AU01_r': 0.27, 'AU02_r': 0.077, 'AU04_r': 0.563, 'AU05_r': 0.068, 'AU06_r': 0.158, 'AU07_r': 0.579, 'AU09_r': 0.095, 'AU10_r': 0.885, 'AU12_r': 0.117, 'AU14_r': 0.076, 'AU15_r': 0.261, 'AU17_r': 0.485, 'AU20_r': 0.123, 'AU23_r': 0.197, 'AU25_r': 0.481, 'AU26_r': 0.532, 'AU45_r': 0.149}","{'happy': 0.117, 'surprised': 0.347, 'angry': 0.563, 'sad': 0.261}",0.27,0.077,0.563,0.068,0.158,0.579,0.095,0.885,0.117,0.076,0.261,0.485,0.123,0.197,0.481,0.532,0.149,0.117,0.347,0.563,0.261
WyprXhvGVYk_seg004,3.0,happy,"{'AU01_r': 0.258, 'AU02_r': 0.134, 'AU04_r': 0.117, 'AU05_r': 0.055, 'AU06_r': 0.199, 'AU07_r': 1.263, 'AU09_r': 0.091, 'AU10_r': 1.102, 'AU12_r': 0.462, 'AU14_r': 0.024, 'AU15_r': 0.199, 'AU17_r': 0.692, 'AU20_r': 0.214, 'AU23_r': 0.54, 'AU25_r': 0.641, 'AU26_r': 0.821, 'AU45_r': 0.151}","{'happy': 0.462, 'surprised': 0.393, 'angry': 0.117, 'sad': 0.199}",0.258,0.134,0.117,0.055,0.199,1.263,0.091,1.102,0.462,0.024,0.199,0.692,0.214,0.54,0.641,0.821,0.151,0.462,0.393,0.117,0.199
WyprXhvGVYk_seg006,3.0,happy,"{'AU01_r': 0.159, 'AU02_r': 0.107, 'AU04_r': 0.305, 'AU05_r': 0.064, 'AU06_r': 0.214, 'AU07_r': 0.472, 'AU09_r': 0.086, 'AU10_r': 0.956, 'AU12_r': 0.456, 'AU14_r': 0.133, 'AU15_r': 0.173, 'AU17_r': 0.58, 'AU20_r': 0.138, 'AU23_r': 0.183, 'AU25_r': 0.55, 'AU26_r': 0.709, 'AU45_r': 0.179}","{'happy': 0.456, 'surprised': 0.266, 'angry': 0.305, 'sad': 0.173}",0.159,0.107,0.305,0.064,0.214,0.472,0.086,0.956,0.456,0.133,0.173,0.58,0.138,0.183,0.55,0.709,0.179,0.456,0.266,0.305,0.173
WyprXhvGVYk_seg007,2.0,happy,"{'AU01_r': 0.259, 'AU02_r': 0.082, 'AU04_r': 0.33, 'AU05_r': 0.061, 'AU06_r': 0.326, 'AU07_r': 0.264, 'AU09_r': 0.067, 'AU10_r': 0.458, 'AU12_r': 0.492, 'AU14_r': 0.257, 'AU15_r': 0.207, 'AU17_r': 0.711, 'AU20_r': 0.286, 'AU23_r': 0.107, 'AU25_r': 0.399, 'AU26_r': 0.494, 'AU45_r': 0.111}","{'happy': 0.492, 'surprised': 0.341, 'angry': 0.33, 'sad': 0.207}",0.259,0.082,0.33,0.061,0.326,0.264,0.067,0.458,0.492,0.257,0.207,0.711,0.286,0.107,0.399,0.494,0.111,0.492,0.341,0.33,0.207
WyprXhvGVYk_seg008,1.0,surprised,"{'AU01_r': 0.313, 'AU02_r': 0.189, 'AU04_r': 0.176, 'AU05_r': 0.141, 'AU06_r': 0.128, 'AU07_r': 0.726, 'AU09_r': 0.114, 'AU10_r': 0.743, 'AU12_r': 0.483, 'AU14_r': 0.089, 'AU15_r': 0.328, 'AU17_r': 0.798, 'AU20_r': 0.198, 'AU23_r': 0.425, 'AU25_r': 0.698, 'AU26_r': 1.163, 'AU45_r': 0.226}","{'happy': 0.483, 'surprised': 0.502, 'angry': 0.176, 'sad': 0.328}",0.313,0.189,0.176,0.141,0.128,0.726,0.114,0.743,0.483,0.089,0.328,0.798,0.198,0.425,0.698,1.163,0.226,0.483,0.502,0.176,0.328
WyprXhvGVYk_seg010,2.0,happy,"{'AU01_r': 0.2, 'AU02_r': 0.069, 'AU04_r': 0.157, 'AU05_r': 0.091, 'AU06_r': 0.262, 'AU07_r': 0.91, 'AU09_r': 0.087, 'AU10_r': 0.556, 'AU12_r': 0.584, 'AU14_r': 0.166, 'AU15_r': 0.116, 'AU17_r': 0.365, 'AU20_r': 0.09, 'AU23_r': 0.2, 'AU25_r': 0.416, 'AU26_r': 0.618, 'AU45_r': 0.188}","{'happy': 0.584, 'surprised': 0.269, 'angry': 0.157, 'sad': 0.116}",0.2,0.069,0.157,0.091,0.262,0.91,0.087,0.556,0.584,0.166,0.116,0.365,0.09,0.2,0.416,0.618,0.188,0.584,0.269,0.157,0.116
WyprXhvGVYk_seg013,3.0,surprised,"{'AU01_r': 0.389, 'AU02_r': 0.16, 'AU04_r': 0.258, 'AU05_r': 0.052, 'AU06_r': 0.176, 'AU07_r': 0.791, 'AU09_r': 0.088, 'AU10_r': 0.666, 'AU12_r': 0.407, 'AU14_r': 0.19, 'AU15_r': 0.196, 'AU17_r': 0.65, 'AU20_r': 0.125, 'AU23_r': 0.334, 'AU25_r': 0.567, 'AU26_r': 1.041, 'AU45_r': 0.175}","{'happy': 0.407, 'surprised': 0.549, 'angry': 0.258, 'sad': 0.196}",0.389,0.16,0.258,0.052,0.176,0.791,0.088,0.666,0.407,0.19,0.196,0.65,0.125,0.334,0.567,1.041,0.175,0.407,0.549,0.258,0.196
WyprXhvGVYk_seg014,1.0,happy,"{'AU01_r': 0.307, 'AU02_r': 0.144, 'AU04_r': 0.479, 'AU05_r': 0.132, 'AU06_r': 0.476, 'AU07_r': 1.212, 'AU09_r': 0.15, 'AU10_r': 1.331, 'AU12_r': 0.66, 'AU14_r': 0.204, 'AU15_r': 0.138, 'AU17_r': 0.609, 'AU20_r': 0.119, 'AU23_r': 0.297, 'AU25_r': 0.79, 'AU26_r': 0.884, 'AU45_r': 0.196}","{'happy': 0.66, 'surprised': 0.451, 'angry': 0.479, 'sad': 0.138}",0.307,0.144,0.479,0.132,0.476,1.212,0.15,1.331,0.66,0.204,0.138,0.609,0.119,0.297,0.79,0.884,0.196,0.66,0.451,0.479,0.138
WyprXhvGVYk_seg015,2.0,happy,"{'AU01_r': 0.331, 'AU02_r': 0.1, 'AU04_r': 0.838, 'AU05_r': 0.052, 'AU06_r': 0.385, 'AU07_r': 0.991, 'AU09_r': 0.11, 'AU10_r': 0.778, 'AU12_r': 0.88, 'AU14_r': 0.52, 'AU15_r': 0.467, 'AU17_r': 1.408, 'AU20_r': 0.138, 'AU23_r': 0.618, 'AU25_r': 0.671, 'AU26_r': 0.624, 'AU45_r': 0.175}","{'happy': 0.88, 'surprised': 0.432, 'angry': 0.838, 'sad': 0.467}",0.331,0.1,0.838,0.052,0.385,0.991,0.11,0.778,0.88,0.52,0.467,1.408,0.138,0.618,0.671,0.624,0.175,0.88,0.432,0.838,0.467
WyprXhvGVYk_seg016,2.0,surprised,"{'AU01_r': 0.517, 'AU02_r': 0.222, 'AU04_r': 0.644, 'AU05_r': 0.218, 'AU06_r': 0.365, 'AU07_r': 1.001, 'AU09_r': 0.33, 'AU10_r': 0.942, 'AU12_r': 0.536, 'AU14_r': 0.288, 'AU15_r': 0.605, 'AU17_r': 1.142, 'AU20_r': 0.248, 'AU23_r': 0.689, 'AU25_r': 0.737, 'AU26_r': 0.759, 'AU45_r': 0.288}","{'happy': 0.536, 'surprised': 0.739, 'angry': 0.644, 'sad': 0.605}",0.517,0.222,0.644,0.218,0.365,1.001,0.33,0.942,0.536,0.288,0.605,1.142,0.248,0.689,0.737,0.759,0.288,0.536,0.739,0.644,0.605
WyprXhvGVYk_seg018,2.0,angry,"{'AU01_r': 0.461, 'AU02_r': 0.118, 'AU04_r': 0.615, 'AU05_r': 0.103, 'AU06_r': 0.209, 'AU07_r': 1.046, 'AU09_r': 0.104, 'AU10_r': 1.18, 'AU12_r': 0.312, 'AU14_r': 0.129, 'AU15_r': 0.366, 'AU17_r': 0.864, 'AU20_r': 0.33, 'AU23_r': 0.423, 'AU25_r': 0.788, 'AU26_r': 1.078, 'AU45_r': 0.308}","{'happy': 0.312, 'surprised': 0.579, 'angry': 0.615, 'sad': 0.366}",0.461,0.118,0.615,0.103,0.209,1.046,0.104,1.18,0.312,0.129,0.366,0.864,0.33,0.423,0.788,1.078,0.308,0.312,0.579,0.615,0.366
WyprXhvGVYk_seg019,3.0,sad,"{'AU01_r': 0.241, 'AU02_r': 0.159, 'AU04_r': 0.537, 'AU05_r': 0.36, 'AU06_r': 0.229, 'AU07_r': 0.79, 'AU09_r': 0.117, 'AU10_r': 0.696, 'AU12_r': 0.329, 'AU14_r': 0.508, 'AU15_r': 0.74, 'AU17_r': 1.499, 'AU20_r': 0.229, 'AU23_r': 0.494, 'AU25_r': 0.896, 'AU26_r': 1.029, 'AU45_r': 0.212}","{'happy': 0.329, 'surprised': 0.4, 'angry': 0.537, 'sad': 0.74}",0.241,0.159,0.537,0.36,0.229,0.79,0.117,0.696,0.329,0.508,0.74,1.499,0.229,0.494,0.896,1.029,0.212,0.329,0.4,0.537,0.74
XZBZ5aBEUrs_seg000,4.0,happy,"{'AU01_r': 0.175, 'AU02_r': 0.065, 'AU04_r': 0.29, 'AU05_r': 0.054, 'AU06_r': 0.813, 'AU07_r': 0.93, 'AU09_r': 0.107, 'AU10_r': 1.037, 'AU12_r': 0.535, 'AU14_r': 0.878, 'AU15_r': 0.102, 'AU17_r': 0.343, 'AU20_r': 0.162, 'AU23_r': 0.18, 'AU25_r': 0.571, 'AU26_r': 0.463, 'AU45_r': 0.096}","{'happy': 0.535, 'surprised': 0.24, 'angry': 0.29, 'sad': 0.102}",0.175,0.065,0.29,0.054,0.813,0.93,0.107,1.037,0.535,0.878,0.102,0.343,0.162,0.18,0.571,0.463,0.096,0.535,0.24,0.29,0.102
XZBZ5aBEUrs_seg001,4.0,surprised,"{'AU01_r': 0.428, 'AU02_r': 0.14, 'AU04_r': 0.065, 'AU05_r': 0.114, 'AU06_r': 0.581, 'AU07_r': 1.614, 'AU09_r': 0.063, 'AU10_r': 0.183, 'AU12_r': 0.361, 'AU14_r': 0.148, 'AU15_r': 0.382, 'AU17_r': 0.581, 'AU20_r': 0.201, 'AU23_r': 0.226, 'AU25_r': 0.731, 'AU26_r': 0.56, 'AU45_r': 0.139}","{'happy': 0.361, 'surprised': 0.568, 'angry': 0.065, 'sad': 0.382}",0.428,0.14,0.065,0.114,0.581,1.614,0.063,0.183,0.361,0.148,0.382,0.581,0.201,0.226,0.731,0.56,0.139,0.361,0.568,0.065,0.382
